Date,BookID,BookTitle,DailySales,Promotions,Season
2023-10-08,8976,Interview institution economy lot never.,41,True,Summer
2020-06-15,9905,Must summer happen key.,49,True,Summer
2023-11-20,1389,Itself education rate.,24,True,Summer
2022-08-07,10570,Success rich eye.,14,False,Summer
2020-09-26,8416,Card traditional media total the.,4,True,Summer
2023-05-22,8976,Interview institution economy lot never.,32,True,Summer
2021-02-21,9905,Must summer happen key.,10,False,Summer
2022-02-23,1389,Itself education rate.,33,True,Summer
2020-10-07,10570,Success rich eye.,34,False,Summer
2022-11-27,8416,Card traditional media total the.,1,False,Summer
2023-12-09,8976,Interview institution economy lot never.,12,True,Summer
2022-07-15,9905,Must summer happen key.,31,False,Summer
2023-10-10,1389,Itself education rate.,22,True,Summer
2021-01-30,10570,Success rich eye.,34,False,Summer
2022-10-09,8416,Card traditional media total the.,36,False,Summer
2023-09-11,8976,Interview institution economy lot never.,30,False,Summer
2023-07-11,9905,Must summer happen key.,27,True,Summer
2021-05-08,1389,Itself education rate.,3,True,Summer
2024-03-10,10570,Success rich eye.,37,False,Summer
2020-01-28,8416,Card traditional media total the.,32,False,Summer
2021-11-09,8976,Interview institution economy lot never.,41,False,Summer
2023-10-03,9905,Must summer happen key.,19,True,Summer
2023-01-07,1389,Itself education rate.,33,False,Summer
2022-06-28,10570,Success rich eye.,39,False,Summer
2021-06-10,8416,Card traditional media total the.,47,True,Summer
2021-03-22,8976,Interview institution economy lot never.,43,False,Summer
2020-08-12,9905,Must summer happen key.,10,False,Summer
2023-09-29,1389,Itself education rate.,17,True,Summer
2020-11-27,10570,Success rich eye.,4,False,Summer
2020-10-12,8416,Card traditional media total the.,2,True,Summer
2023-03-17,8976,Interview institution economy lot never.,29,False,Summer
2024-04-20,9905,Must summer happen key.,24,True,Summer
2022-12-09,1389,Itself education rate.,45,False,Summer
2022-09-02,10570,Success rich eye.,3,False,Summer
2023-05-23,8416,Card traditional media total the.,35,True,Summer
2021-05-29,8976,Interview institution economy lot never.,49,False,Summer
2021-06-06,9905,Must summer happen key.,13,True,Summer
2021-10-27,1389,Itself education rate.,43,True,Summer
2020-05-18,10570,Success rich eye.,20,False,Summer
2021-08-31,8416,Card traditional media total the.,41,True,Summer
2022-12-12,8976,Interview institution economy lot never.,35,True,Summer
2023-02-20,9905,Must summer happen key.,41,False,Summer
2021-12-16,1389,Itself education rate.,45,False,Summer
2023-09-15,10570,Success rich eye.,13,False,Summer
2024-01-24,8416,Card traditional media total the.,18,True,Summer
2022-01-21,8976,Interview institution economy lot never.,27,False,Summer
2020-01-31,9905,Must summer happen key.,9,False,Summer
2023-05-14,1389,Itself education rate.,2,True,Summer
2020-01-15,10570,Success rich eye.,10,False,Summer
2024-01-31,8416,Card traditional media total the.,39,True,Summer
2022-08-22,8976,Interview institution economy lot never.,34,False,Summer
2020-03-21,9905,Must summer happen key.,28,True,Summer
2023-01-20,1389,Itself education rate.,47,True,Summer
2022-06-23,10570,Success rich eye.,36,False,Summer
2022-02-05,8416,Card traditional media total the.,48,False,Summer
2020-03-10,8976,Interview institution economy lot never.,2,True,Summer
2024-03-30,9905,Must summer happen key.,11,False,Summer
2020-06-04,1389,Itself education rate.,37,True,Summer
2022-10-28,10570,Success rich eye.,11,False,Summer
2022-12-15,8416,Card traditional media total the.,22,True,Summer
2021-05-15,8976,Interview institution economy lot never.,37,False,Summer
2021-11-25,9905,Must summer happen key.,31,True,Summer
2021-07-21,1389,Itself education rate.,38,True,Summer
2021-04-10,10570,Success rich eye.,1,False,Summer
2022-04-01,8416,Card traditional media total the.,29,True,Summer
2020-04-03,8976,Interview institution economy lot never.,30,False,Summer
2021-07-17,9905,Must summer happen key.,25,False,Summer
2022-04-12,1389,Itself education rate.,6,False,Summer
2020-01-15,10570,Success rich eye.,44,True,Summer
2022-01-19,8416,Card traditional media total the.,7,False,Summer
2024-01-05,8976,Interview institution economy lot never.,18,False,Summer
2020-02-03,9905,Must summer happen key.,1,False,Summer
2023-09-23,1389,Itself education rate.,4,False,Summer
2021-05-16,10570,Success rich eye.,13,False,Summer
2021-02-26,8416,Card traditional media total the.,8,False,Summer
2024-01-22,8976,Interview institution economy lot never.,41,True,Summer
2023-11-08,9905,Must summer happen key.,2,False,Summer
2021-03-18,1389,Itself education rate.,46,True,Summer
2021-09-01,10570,Success rich eye.,7,True,Summer
2023-10-07,8416,Card traditional media total the.,13,True,Summer
2020-11-30,8976,Interview institution economy lot never.,13,True,Summer
2020-03-28,9905,Must summer happen key.,16,True,Summer
2022-09-02,1389,Itself education rate.,44,True,Summer
2023-09-14,10570,Success rich eye.,26,True,Summer
2024-05-04,8416,Card traditional media total the.,36,True,Summer
2021-01-27,8976,Interview institution economy lot never.,21,False,Summer
2020-10-08,9905,Must summer happen key.,11,True,Summer
2023-10-11,1389,Itself education rate.,36,True,Summer
2020-10-20,10570,Success rich eye.,28,True,Summer
2022-03-30,8416,Card traditional media total the.,26,False,Summer
2020-12-15,8976,Interview institution economy lot never.,12,False,Summer
2021-05-16,9905,Must summer happen key.,48,False,Summer
2023-06-03,1389,Itself education rate.,45,True,Fall
2022-01-03,10570,Success rich eye.,33,False,Fall
2023-10-15,8416,Card traditional media total the.,33,True,Fall
2022-01-17,8976,Interview institution economy lot never.,9,True,Fall
2023-10-11,9905,Must summer happen key.,10,True,Fall
2020-02-02,1389,Itself education rate.,43,False,Fall
2020-12-10,10570,Success rich eye.,2,False,Fall
2022-03-28,8416,Card traditional media total the.,46,True,Fall
2022-07-15,8976,Interview institution economy lot never.,10,True,Fall
2021-07-29,9905,Must summer happen key.,35,True,Fall
2023-10-12,1389,Itself education rate.,35,False,Fall
2023-09-26,10570,Success rich eye.,31,True,Fall
2021-11-24,8416,Card traditional media total the.,39,True,Fall
2021-07-14,8976,Interview institution economy lot never.,39,True,Fall
2021-07-24,9905,Must summer happen key.,12,False,Fall
2020-06-14,1389,Itself education rate.,15,False,Fall
2022-10-20,10570,Success rich eye.,10,True,Fall
2024-02-19,8416,Card traditional media total the.,27,False,Fall
2023-07-09,8976,Interview institution economy lot never.,5,False,Fall
2021-05-06,9905,Must summer happen key.,17,False,Fall
2020-08-21,1389,Itself education rate.,14,False,Fall
2023-06-14,10570,Success rich eye.,19,False,Fall
2021-01-14,8416,Card traditional media total the.,20,True,Fall
2021-05-07,8976,Interview institution economy lot never.,24,False,Fall
2021-12-04,9905,Must summer happen key.,33,True,Fall
2020-09-15,1389,Itself education rate.,4,False,Fall
2021-01-24,10570,Success rich eye.,41,False,Fall
2021-01-06,8416,Card traditional media total the.,8,True,Fall
2023-08-28,8976,Interview institution economy lot never.,14,False,Fall
2020-03-25,9905,Must summer happen key.,17,True,Fall
2021-04-04,1389,Itself education rate.,39,False,Fall
2021-05-06,10570,Success rich eye.,10,True,Fall
2023-04-24,8416,Card traditional media total the.,5,True,Fall
2020-02-12,8976,Interview institution economy lot never.,2,False,Fall
2020-06-07,9905,Must summer happen key.,31,False,Fall
2020-09-04,1389,Itself education rate.,1,False,Fall
2021-05-19,10570,Success rich eye.,8,True,Fall
2024-04-23,8416,Card traditional media total the.,45,False,Fall
2024-02-25,8976,Interview institution economy lot never.,41,False,Fall
2022-10-31,9905,Must summer happen key.,12,False,Fall
2021-05-04,1389,Itself education rate.,21,False,Fall
2022-11-12,10570,Success rich eye.,14,False,Fall
2023-01-31,8416,Card traditional media total the.,35,False,Fall
2021-05-16,8976,Interview institution economy lot never.,28,True,Fall
2023-05-23,9905,Must summer happen key.,14,False,Fall
2023-11-13,1389,Itself education rate.,11,False,Fall
2024-02-04,10570,Success rich eye.,18,False,Fall
2022-09-06,8416,Card traditional media total the.,13,True,Fall
2023-02-27,8976,Interview institution economy lot never.,44,False,Fall
2024-02-10,9905,Must summer happen key.,46,True,Fall
2023-10-04,1389,Itself education rate.,49,True,Fall
2021-09-11,10570,Success rich eye.,1,True,Fall
2020-05-26,8416,Card traditional media total the.,35,True,Fall
2022-11-11,8976,Interview institution economy lot never.,10,True,Fall
2021-06-17,9905,Must summer happen key.,37,True,Fall
2021-01-01,1389,Itself education rate.,14,True,Fall
2020-04-04,10570,Success rich eye.,44,True,Fall
2020-07-16,8416,Card traditional media total the.,27,False,Fall
2022-08-31,8976,Interview institution economy lot never.,41,False,Fall
2021-05-10,9905,Must summer happen key.,38,False,Fall
2022-05-03,1389,Itself education rate.,38,True,Fall
2021-02-14,10570,Success rich eye.,17,False,Fall
2024-01-14,8416,Card traditional media total the.,2,True,Fall
2022-12-02,8976,Interview institution economy lot never.,22,True,Fall
2020-02-28,9905,Must summer happen key.,49,True,Fall
2023-03-28,1389,Itself education rate.,41,True,Fall
2023-03-04,10570,Success rich eye.,3,False,Fall
2024-05-13,8416,Card traditional media total the.,40,False,Fall
2022-09-03,8976,Interview institution economy lot never.,15,True,Fall
2023-09-11,9905,Must summer happen key.,40,True,Fall
2022-01-15,1389,Itself education rate.,8,False,Fall
2020-03-20,10570,Success rich eye.,39,False,Fall
2024-05-10,8416,Card traditional media total the.,4,True,Fall
2024-04-30,8976,Interview institution economy lot never.,16,True,Fall
2020-07-04,9905,Must summer happen key.,44,True,Fall
2020-06-13,1389,Itself education rate.,27,True,Fall
2021-10-13,10570,Success rich eye.,39,True,Fall
2021-04-21,8416,Card traditional media total the.,44,True,Fall
2021-01-19,8976,Interview institution economy lot never.,23,False,Fall
2023-02-02,9905,Must summer happen key.,13,False,Fall
2020-05-08,1389,Itself education rate.,36,False,Fall
2021-02-16,10570,Success rich eye.,31,False,Fall
2020-11-30,8416,Card traditional media total the.,12,False,Fall
2023-02-02,8976,Interview institution economy lot never.,20,False,Fall
2022-12-06,9905,Must summer happen key.,12,True,Fall
2021-07-28,1389,Itself education rate.,34,False,Fall
2022-11-10,10570,Success rich eye.,35,False,Fall
2021-08-19,8416,Card traditional media total the.,13,True,Fall
2023-05-11,8976,Interview institution economy lot never.,41,False,Fall
2021-03-02,9905,Must summer happen key.,39,False,Fall
2021-06-11,1389,Itself education rate.,41,False,Fall
2021-04-06,10570,Success rich eye.,20,True,Winter
2020-05-05,8416,Card traditional media total the.,46,True,Winter
2023-05-15,8976,Interview institution economy lot never.,29,True,Winter
2020-04-26,9905,Must summer happen key.,1,True,Winter
2021-10-17,1389,Itself education rate.,37,False,Winter
2023-05-16,10570,Success rich eye.,11,False,Winter
2021-10-17,8416,Card traditional media total the.,19,False,Winter
2024-06-02,8976,Interview institution economy lot never.,44,True,Winter
2020-11-13,9905,Must summer happen key.,34,False,Winter
2023-07-17,1389,Itself education rate.,27,False,Winter
2020-07-05,10570,Success rich eye.,39,False,Winter
2022-01-02,8416,Card traditional media total the.,18,False,Winter
2021-05-15,8976,Interview institution economy lot never.,43,True,Winter
2023-04-19,9905,Must summer happen key.,17,True,Winter
2024-03-03,1389,Itself education rate.,38,False,Winter
2021-03-26,10570,Success rich eye.,35,True,Winter
2020-11-17,8416,Card traditional media total the.,24,False,Winter
2024-03-17,8976,Interview institution economy lot never.,11,False,Winter
2021-02-05,9905,Must summer happen key.,49,False,Winter
2024-02-29,1389,Itself education rate.,27,True,Winter
2023-09-25,10570,Success rich eye.,20,False,Winter
2022-08-19,8416,Card traditional media total the.,10,True,Winter
2021-11-24,8976,Interview institution economy lot never.,46,False,Winter
2021-12-21,9905,Must summer happen key.,43,False,Winter
2020-05-17,1389,Itself education rate.,11,False,Winter
2022-05-12,10570,Success rich eye.,28,True,Winter
2020-08-29,8416,Card traditional media total the.,16,True,Winter
2020-06-20,8976,Interview institution economy lot never.,24,False,Winter
2020-09-02,9905,Must summer happen key.,22,False,Winter
2023-01-27,1389,Itself education rate.,26,False,Winter
2024-02-15,10570,Success rich eye.,28,True,Winter
2021-08-19,8416,Card traditional media total the.,7,False,Winter
2023-02-11,8976,Interview institution economy lot never.,47,False,Winter
2022-02-20,9905,Must summer happen key.,8,False,Winter
2022-05-14,1389,Itself education rate.,34,False,Winter
2022-01-30,10570,Success rich eye.,42,False,Winter
2021-07-22,8416,Card traditional media total the.,16,False,Winter
2022-02-04,8976,Interview institution economy lot never.,49,False,Winter
2022-03-08,9905,Must summer happen key.,39,False,Winter
2020-05-21,1389,Itself education rate.,10,False,Winter
2021-08-09,10570,Success rich eye.,6,True,Winter
2022-12-18,8416,Card traditional media total the.,39,True,Winter
2022-03-25,8976,Interview institution economy lot never.,37,False,Winter
2020-12-09,9905,Must summer happen key.,18,False,Winter
2022-01-22,1389,Itself education rate.,3,True,Winter
2021-10-10,10570,Success rich eye.,36,True,Winter
2023-01-04,8416,Card traditional media total the.,4,False,Winter
2022-04-03,8976,Interview institution economy lot never.,35,False,Winter
2021-06-24,9905,Must summer happen key.,21,True,Winter
2021-10-29,1389,Itself education rate.,49,True,Winter
2024-05-01,10570,Success rich eye.,18,True,Winter
2020-01-17,8416,Card traditional media total the.,48,True,Winter
2021-08-21,8976,Interview institution economy lot never.,49,True,Winter
2023-05-22,9905,Must summer happen key.,15,True,Winter
2024-02-22,1389,Itself education rate.,5,True,Winter
2023-01-30,10570,Success rich eye.,32,True,Winter
2020-08-28,8416,Card traditional media total the.,15,False,Winter
2021-06-06,8976,Interview institution economy lot never.,16,True,Winter
2020-01-25,9905,Must summer happen key.,35,False,Winter
2023-07-01,1389,Itself education rate.,21,False,Winter
2021-05-02,10570,Success rich eye.,25,False,Winter
2021-12-24,8416,Card traditional media total the.,14,True,Winter
2022-12-30,8976,Interview institution economy lot never.,23,False,Winter
2022-08-18,9905,Must summer happen key.,2,False,Winter
2022-12-12,1389,Itself education rate.,31,True,Winter
2023-01-19,10570,Success rich eye.,33,True,Winter
2022-06-16,8416,Card traditional media total the.,41,False,Winter
2022-01-01,8976,Interview institution economy lot never.,23,False,Winter
2020-04-10,9905,Must summer happen key.,11,True,Winter
2020-12-13,1389,Itself education rate.,28,True,Winter
2021-04-01,10570,Success rich eye.,15,True,Winter
2023-03-21,8416,Card traditional media total the.,6,False,Winter
2021-03-26,8976,Interview institution economy lot never.,45,False,Winter
2020-10-23,9905,Must summer happen key.,10,False,Winter
2023-03-30,1389,Itself education rate.,42,False,Winter
2020-11-15,10570,Success rich eye.,39,True,Winter
2024-01-23,8416,Card traditional media total the.,8,True,Winter
2020-05-18,8976,Interview institution economy lot never.,13,False,Winter
2023-07-08,9905,Must summer happen key.,27,True,Winter
2023-02-11,1389,Itself education rate.,38,True,Winter
2020-02-28,10570,Success rich eye.,11,True,Winter
2023-07-06,8416,Card traditional media total the.,12,True,Winter
2020-05-18,8976,Interview institution economy lot never.,27,False,Winter
2020-03-09,9905,Must summer happen key.,20,False,Winter
2020-03-25,1389,Itself education rate.,20,False,Winter
2024-01-31,10570,Success rich eye.,13,True,Winter
2022-07-30,8416,Card traditional media total the.,3,False,Winter
2023-06-24,8976,Interview institution economy lot never.,48,False,Winter
2024-01-06,9905,Must summer happen key.,23,True,Winter
2020-08-17,1389,Itself education rate.,8,True,Winter
2023-10-18,10570,Success rich eye.,40,True,Spring
2022-11-05,8416,Card traditional media total the.,10,False,Spring
2023-03-22,8976,Interview institution economy lot never.,20,True,Spring
2023-12-30,9905,Must summer happen key.,40,True,Spring
2020-01-08,1389,Itself education rate.,36,True,Spring
2023-04-08,10570,Success rich eye.,34,True,Spring
2020-05-17,8416,Card traditional media total the.,19,True,Spring
2023-02-04,8976,Interview institution economy lot never.,37,False,Spring
2022-08-13,9905,Must summer happen key.,8,False,Spring
2022-06-18,1389,Itself education rate.,24,True,Spring
2023-09-13,10570,Success rich eye.,40,False,Spring
2024-06-03,8416,Card traditional media total the.,37,True,Spring
2020-01-05,8976,Interview institution economy lot never.,32,True,Spring
2022-10-13,9905,Must summer happen key.,41,True,Spring
2020-08-21,1389,Itself education rate.,33,False,Spring
2023-09-06,10570,Success rich eye.,37,False,Spring
2022-09-05,8416,Card traditional media total the.,32,True,Spring
2023-02-13,8976,Interview institution economy lot never.,36,False,Spring
2023-10-28,9905,Must summer happen key.,15,True,Spring
2021-11-22,1389,Itself education rate.,1,False,Spring
2020-03-07,10570,Success rich eye.,28,False,Spring
2020-09-23,8416,Card traditional media total the.,38,False,Spring
2023-11-26,8976,Interview institution economy lot never.,31,True,Spring
2022-11-22,9905,Must summer happen key.,8,True,Spring
2023-12-19,1389,Itself education rate.,1,True,Spring
2020-11-09,10570,Success rich eye.,12,True,Spring
2021-10-03,8416,Card traditional media total the.,41,False,Spring
2024-03-07,8976,Interview institution economy lot never.,43,True,Spring
2020-12-05,9905,Must summer happen key.,13,False,Spring
2021-06-18,1389,Itself education rate.,26,True,Spring
2021-08-18,10570,Success rich eye.,19,True,Spring
2021-08-09,8416,Card traditional media total the.,4,False,Spring
2020-01-09,8976,Interview institution economy lot never.,7,True,Spring
2022-08-25,9905,Must summer happen key.,22,True,Spring
2023-05-22,1389,Itself education rate.,48,True,Spring
2021-12-04,10570,Success rich eye.,49,True,Spring
2020-07-24,8416,Card traditional media total the.,15,True,Spring
2021-11-01,8976,Interview institution economy lot never.,45,False,Spring
2022-09-11,9905,Must summer happen key.,14,True,Spring
2021-02-13,1389,Itself education rate.,20,False,Spring
2022-12-03,10570,Success rich eye.,33,False,Spring
2021-04-08,8416,Card traditional media total the.,9,True,Spring
2020-03-27,8976,Interview institution economy lot never.,13,False,Spring
2022-06-17,9905,Must summer happen key.,21,False,Spring
2023-11-16,1389,Itself education rate.,43,False,Spring
2024-01-11,10570,Success rich eye.,37,True,Spring
2022-08-03,8416,Card traditional media total the.,3,True,Spring
2022-01-04,8976,Interview institution economy lot never.,12,True,Spring
2023-01-23,9905,Must summer happen key.,45,True,Spring
2024-04-24,1389,Itself education rate.,37,True,Spring
2021-12-19,10570,Success rich eye.,22,True,Spring
2021-10-30,8416,Card traditional media total the.,11,False,Spring
2020-09-23,8976,Interview institution economy lot never.,15,False,Spring
2023-09-10,9905,Must summer happen key.,21,True,Spring
2020-02-16,1389,Itself education rate.,30,True,Spring
2020-11-12,10570,Success rich eye.,37,False,Spring
2023-11-22,8416,Card traditional media total the.,19,False,Spring
2022-12-19,8976,Interview institution economy lot never.,17,False,Spring
2020-06-05,9905,Must summer happen key.,43,False,Spring
2022-02-06,1389,Itself education rate.,17,True,Spring
2022-12-12,10570,Success rich eye.,10,True,Spring
2021-03-31,8416,Card traditional media total the.,20,True,Spring
2021-10-06,8976,Interview institution economy lot never.,2,True,Spring
2020-08-03,9905,Must summer happen key.,32,True,Spring
2022-12-11,1389,Itself education rate.,37,True,Spring
2023-05-06,10570,Success rich eye.,8,False,Spring
2023-08-16,8416,Card traditional media total the.,16,True,Spring
2020-04-09,8976,Interview institution economy lot never.,19,False,Spring
2023-11-23,9905,Must summer happen key.,10,True,Spring
2021-01-15,1389,Itself education rate.,32,True,Spring
2024-04-28,10570,Success rich eye.,7,True,Spring
2022-09-23,8416,Card traditional media total the.,23,False,Spring
2021-05-29,8976,Interview institution economy lot never.,17,False,Spring
2022-03-01,9905,Must summer happen key.,35,True,Spring
2021-01-17,1389,Itself education rate.,43,False,Spring
2024-02-10,10570,Success rich eye.,33,False,Spring
2023-08-31,8416,Card traditional media total the.,13,True,Spring
2024-03-31,8976,Interview institution economy lot never.,28,False,Spring
2023-01-31,9905,Must summer happen key.,16,False,Spring
2021-06-11,1389,Itself education rate.,19,False,Spring
2022-05-07,10570,Success rich eye.,5,True,Spring
2023-09-30,8416,Card traditional media total the.,36,True,Spring
2022-12-19,8976,Interview institution economy lot never.,20,True,Spring
2021-08-10,9905,Must summer happen key.,45,False,Spring
